Destination,Condition,Month,Temperature,Festival,Holiday Season,Popularity Index
Prayagraj,Clear,June,30,No,Yes,42
Manali,Rain,September,19.7,No,No,35
Delhi,Clear,October,26,Yes,Yes,73
Tirupati,Fog,December,14.1,Yes,Yes,67
Shirdi,Clear,July,29,No,Yes,45
Jaisalmer,Clear,May,40.8,No,Yes,45
Prayagraj,Clear,July,28.9,No,Yes,44
Mathura & Vrindavan,Heavy Rain,June,36.9,No,Yes,36
Ooty,Clear,July,16.2,No,Yes,42
Tirupati,Clouds,January,22.1,Yes,Yes,69
Nainital,Rain,September,17.7,No,No,31
Ooty,Clear,August,13.1,Yes,No,44
Goa,Clouds,July,28.7,No,Yes,48
Thiruvananthapuram,Clear,January,19.5,Yes,Yes,45
Ahmedabad,Clear,January,14.9,Yes,Yes,52
Udaipur,Rain,March,19.3,Yes,No,57
Shimla,Fog,March,10.3,Yes,No,37
Ooty,Clouds,September,11.3,No,No,43
Aurangabad,Fog,February,13,No,No,31
Nainital,Clouds,October,14.2,Yes,Yes,45
Prayagraj,Heavy Rain,August,31.9,Yes,No,47
Kolkata,Clouds,May,38.5,No,Yes,41
Visakhapatnam,Clouds,August,30.5,Yes,No,52
Vaishno Devi (Katra),Clear,December,13,Yes,Yes,64
Kanyakumari,Rain,March,20.2,Yes,No,68
Ahmedabad,Clear,February,23.3,No,No,45
Alleppey,Rain,May,37.1,No,Yes,45
Ahmedabad,Clear,March,28.1,Yes,No,52
Kolkata,Rain,June,24.9,No,Yes,45
Chennai,Heavy Rain,June,32.3,No,Yes,30
Somnath,Rain,September,28.8,No,No,33
Hampi,Rain,January,9.5,Yes,Yes,66
Visakhapatnam,Clear,September,28.8,No,No,55
Thiruvananthapuram,Clear,February,11,No,No,30
Coorg,Clear,February,22.1,No,No,68
Bengaluru,Clouds,February,24.2,No,No,52
Mysuru,Rain,August,29.2,Yes,No,59
Nashik,Clear,April,24.5,No,No,29
Shirdi,Fog,August,22.9,Yes,No,51
Pune,Rain,May,30.4,No,Yes,47
Vaishno Devi (Katra),Clear,January,20.6,Yes,Yes,64
Mumbai,Clouds,December,6.3,Yes,Yes,41
Visakhapatnam,Rain,October,21.6,Yes,Yes,70
Pune,Rain,June,23.5,No,Yes,44
Rishikesh & Haridwar,Clear,February,18.1,No,No,49
Ayodhya,Clouds,February,10.5,No,No,50
Thiruvananthapuram,Storm,March,25.6,Yes,No,41
Dharamshala,Rain,October,26.9,Yes,Yes,55
Rishikesh & Haridwar,Fog,March,20.1,Yes,No,55
Hampi,Clouds,February,12.4,No,No,59
Kochi,Clear,December,8.7,Yes,Yes,55
Statue of Unity (Kevadia),Rain,September,29.3,No,No,50
Tirupati,Clear,February,23.3,No,No,60
Rameswaram,Fog,March,25.5,Yes,No,56
Shimla,Clear,April,24.1,No,No,41
Coorg,Rain,March,27.6,Yes,No,74
Mysuru,Rain,September,26.6,No,No,61
Mumbai,Fog,January,16.4,Yes,Yes,41
Jodhpur,Clear,October,31.8,Yes,Yes,43
Prayagraj,Clouds,September,26.4,No,No,51
Chennai,Rain,July,27.9,No,Yes,34
Delhi,Clear,November,25.6,Yes,Yes,74
Nashik,Clear,May,36.4,No,Yes,23
Ajmer,Rain,May,27.5,No,Yes,40
Lucknow,Clear,December,14.1,Yes,Yes,58
Mathura & Vrindavan,Clear,July,33.2,No,Yes,41
Vijayawada,Clear,April,25.2,No,No,53
Vijayawada,Rain,May,29.1,No,Yes,52
Pune,Storm,July,28.7,No,Yes,45
Manali,Rain,October,21.8,Yes,Yes,51
Kochi,Clear,January,12.3,Yes,Yes,52
Aurangabad,Clear,March,30.7,Yes,No,41
Varanasi,Clouds,February,9.5,No,No,35
Munnar,Clouds,August,17.9,Yes,No,47
Nainital,Rain,November,3,Yes,Yes,36
Rameswaram,Storm,April,26,No,No,42
Munnar,Clear,September,21,No,No,49
Pune,Clear,August,32.9,Yes,No,48
Vaishno Devi (Katra),Clear,February,27.6,No,No,54
Ayodhya,Clouds,March,21.6,Yes,No,65
Dwarka,Rain,September,19,No,No,56
Dharamshala,Heavy Snow,November,14.6,Yes,Yes,54
Lucknow,Clear,January,18.1,Yes,Yes,56
Coorg,Clear,April,28.4,No,No,59
Bengaluru,Clear,March,31.1,Yes,No,56
Nashik,Clear,June,31.9,No,Yes,23
Shimla,Rain,May,29.3,No,Yes,42
Delhi,Heavy Rain,December,23.6,Yes,Yes,75
Pushkar,Clear,May,36.2,No,Yes,48
Nashik,Fog,July,20.8,No,Yes,27
Lucknow,Clouds,February,13.4,No,No,44
Dwarka,Clear,October,22.2,Yes,Yes,73
Nashik,Clear,August,22.3,Yes,No,33
Dharamshala,Fog,December,12.3,Yes,Yes,53
Kanyakumari,Clouds,April,34.6,No,No,54
Shimla,Clear,June,27.9,No,Yes,29
Shimla,Clear,July,17.1,No,Yes,24
Jaisalmer,Clear,June,30.7,No,Yes,43
Aurangabad,Rain,April,33.2,No,No,22
Munnar,Rain,October,9,Yes,Yes,57
Nainital,Clear,December,1.5,Yes,Yes,29
Manali,Clouds,November,1.7,Yes,Yes,39
Pune,Clear,September,30.7,No,No,50
Ayodhya,Clear,April,25.6,No,No,51
Goa,Clear,August,27.3,Yes,No,53
Chennai,Clouds,August,24.1,Yes,No,41
Tirupati,Clear,March,20.8,Yes,No,70
Agra,Clear,December,16.7,Yes,Yes,66
Dharamshala,Clouds,January,17.9,Yes,Yes,53
Ahmedabad,Rain,April,22.1,No,No,35
Statue of Unity (Kevadia),Clear,October,19.9,Yes,Yes,67
Hampi,Clouds,March,24.1,Yes,No,70
Ajmer,Storm,June,35.1,No,Yes,29
Vijayawada,Clear,June,31,No,Yes,47
Statue of Unity (Kevadia),Clear,November,24.4,Yes,Yes,69
Srinagar,Clear,March,27.2,Yes,No,69
Bengaluru,Clouds,April,20.7,No,No,43
Statue of Unity (Kevadia),Rain,December,14.9,Yes,Yes,66
Tirupati,Fog,April,25.8,No,No,55
Jaipur,Rain,October,28.9,Yes,Yes,61
Chennai,Rain,September,23.5,No,No,40
Kolkata,Clear,July,22.8,No,Yes,48
Hampi,Clear,April,23.5,No,No,55
Aurangabad,Clear,May,35.1,No,Yes,23
Kanyakumari,Clear,May,39.6,No,Yes,48
Udaipur,Rain,April,30.1,No,No,40
Munnar,Rain,November,4.9,Yes,Yes,53
Rishikesh & Haridwar,Clouds,April,30.7,No,No,38
Somnath,Rain,October,15.1,Yes,Yes,50
Darjeeling,Clear,October,18.3,Yes,Yes,59
Mathura & Vrindavan,Clear,August,33.2,Yes,No,47
Pune,Clear,October,24.3,Yes,Yes,68
Amritsar,Rain,October,21,Yes,Yes,69
Mumbai,Fog,February,17.9,No,No,33
Agra,Fog,January,14,Yes,Yes,59
Hampi,Clear,May,38.6,No,Yes,47
Ajmer,Rain,July,25.5,No,Yes,37
Kolkata,Clear,August,27,Yes,No,53
Kanyakumari,Clear,June,37.9,No,Yes,38
Lucknow,Clear,March,32.9,Yes,No,50
Tirupati,Clouds,May,38.6,No,Yes,43
Goa,Fog,September,25.8,No,No,52
Aurangabad,Fog,June,20.7,No,Yes,24
Mathura & Vrindavan,Clear,September,22.3,No,No,52
Vaishno Devi (Katra),Clear,March,28,Yes,No,61
Madurai,Rain,June,22.9,No,Yes,38
Hampi,Clouds,June,35.1,No,Yes,45
Ajmer,Clear,August,25.5,Yes,No,43
Vaishno Devi (Katra),Clouds,April,29.4,No,No,44
Ajmer,Clear,September,28.4,No,No,43
Lucknow,Clouds,April,20,No,No,39
Ayodhya,Clouds,May,32.9,No,Yes,44
Thiruvananthapuram,Rain,April,23.8,No,No,26
Amritsar,Clouds,November,15.3,Yes,Yes,68
Mumbai,Clear,March,16.2,Yes,No,39
Lucknow,Rain,May,30.8,No,Yes,37
Nashik,Rain,September,27,No,No,33
Chennai,Clear,October,21.5,Yes,Yes,57
Nashik,Clouds,October,18.9,Yes,Yes,48
Mumbai,Fog,April,24.9,No,No,25
Chennai,Clear,November,18.7,Yes,Yes,58
Madurai,Clear,July,28.8,No,Yes,40
Thiruvananthapuram,Heavy Rain,May,28.9,No,Yes,27
Tirupati,Clouds,June,32.2,No,Yes,43
Dwarka,Heavy Rain,November,12.1,Yes,Yes,69
Kolkata,Clear,September,23.2,No,No,54
Rishikesh & Haridwar,Rain,May,24.4,No,Yes,41
Alleppey,Rain,June,29.8,No,Yes,40
Delhi,Rain,January,7.4,Yes,Yes,62
Delhi,Rain,February,11.5,No,No,55
Delhi,Rain,March,25.1,Yes,No,67
Kanyakumari,Storm,July,24.4,No,Yes,44
Varanasi,Rain,March,29.7,Yes,No,48
Rameswaram,Fog,May,31.3,No,Yes,36
Rameswaram,Clouds,June,24.2,No,Yes,34
Ahmedabad,Heavy Rain,May,29.7,No,Yes,36
Ayodhya,Clear,June,33.4,No,Yes,38
Rishikesh & Haridwar,Clouds,June,24.7,No,Yes,38
Mathura & Vrindavan,Clear,October,31.3,Yes,Yes,64
Statue of Unity (Kevadia),Rain,January,10.2,Yes,Yes,59
Dharamshala,Rain,February,23.5,No,No,44
Prayagraj,Clear,October,20.1,Yes,Yes,67
Darjeeling,Rain,November,1,Yes,Yes,46
Mathura & Vrindavan,Clouds,November,11,Yes,Yes,63
Statue of Unity (Kevadia),Clear,February,15.6,No,No,54
Jaipur,Storm,November,24.1,Yes,Yes,63
Darjeeling,Rain,December,9.5,Yes,Yes,44
Agra,Clear,February,15.5,No,No,52
Nainital,Rain,January,0.5,Yes,Yes,30
Thiruvananthapuram,Clear,June,37.3,No,Yes,15
Coorg,Clear,May,41.4,No,Yes,49
Hampi,Clear,July,25.7,No,Yes,53
Alleppey,Rain,July,25.7,No,Yes,40
Somnath,Clouds,November,16.3,Yes,Yes,53
Ayodhya,Clear,July,26.3,No,Yes,42
Vijayawada,Clear,July,27.9,No,Yes,51
Shirdi,Clear,September,28.6,No,No,53
Ahmedabad,Heavy Rain,June,30.8,No,Yes,30
Pushkar,Clear,June,33,No,Yes,46
Amritsar,Rain,December,9.6,Yes,Yes,61
Mumbai,Fog,May,33.8,No,Yes,21
Chennai,Clear,December,15.3,Yes,Yes,57
Srinagar,Clear,April,11.1,No,No,60
Lucknow,Heavy Rain,June,32.8,No,Yes,31
Manali,Clear,December,11.4,Yes,Yes,38
Goa,Clear,October,29.2,Yes,Yes,73
Visakhapatnam,Rain,November,10.4,Yes,Yes,66
Mathura & Vrindavan,Rain,December,5.7,Yes,Yes,61
Dharamshala,Clouds,March,26.8,Yes,No,51
Agra,Clear,March,23.7,Yes,No,61
Delhi,Clear,April,30.3,No,No,51
Agra,Clear,April,22.4,No,No,45
Aurangabad,Clear,July,26.6,No,Yes,26
Statue of Unity (Kevadia),Rain,March,29.4,Yes,No,61
Varanasi,Rain,April,28.9,No,No,35
Ajmer,Clear,October,21.2,Yes,Yes,59
Dwarka,Clear,December,14.6,Yes,Yes,73
Shirdi,Clouds,October,25.3,Yes,Yes,71
Ahmedabad,Clouds,July,29.9,No,Yes,33
Statue of Unity (Kevadia),Clear,April,23.3,No,No,47
Aurangabad,Storm,August,33,Yes,No,27
Jodhpur,Clouds,November,13.5,Yes,Yes,43
Mumbai,Clouds,June,30.7,No,Yes,20
Hampi,Clear,August,23.8,Yes,No,59
Manali,Rain,January,13.4,Yes,Yes,41
Shirdi,Rain,November,9.9,Yes,Yes,66
Varanasi,Rain,May,22.1,No,Yes,33
Dwarka,Fog,January,8.4,Yes,Yes,63
Vaishno Devi (Katra),Rain,May,38.3,No,Yes,37
Mumbai,Fog,July,22.6,No,Yes,24
Kanyakumari,Rain,August,26.7,Yes,No,48
Manali,Fog,February,1.7,No,No,27
Jaisalmer,Clouds,July,28.8,No,Yes,45
Rishikesh & Haridwar,Fog,July,24.2,No,Yes,38
Kodaikanal,Clear,October,23.6,Yes,Yes,61
Alleppey,Fog,August,24.6,Yes,No,44
Ayodhya,Fog,August,25.3,Yes,No,48
Mysuru,Clouds,October,26.3,Yes,Yes,77
Statue of Unity (Kevadia),Clear,May,34,No,Yes,44
Ajmer,Rain,November,24.3,Yes,Yes,60
Manali,Clear,March,22.1,Yes,No,50
Statue of Unity (Kevadia),Clear,June,36.6,No,Yes,37
Bengaluru,Rain,May,34.6,No,Yes,38
Alleppey,Clouds,September,24.4,No,No,45
Prayagraj,Storm,November,24.5,Yes,Yes,67
Madurai,Clouds,August,29.4,Yes,No,44
Vijayawada,Clouds,August,21.5,Yes,No,57
Kochi,Clear,February,19.7,No,No,47
Pune,Clouds,November,12,Yes,Yes,65
Pushkar,Clear,July,22.6,No,Yes,52
Nainital,Rain,February,11.2,No,No,30
Kolkata,Clouds,October,24,Yes,Yes,69
Munnar,Clear,December,6.9,Yes,Yes,48
Bengaluru,Fog,June,25.4,No,Yes,39
Agra,Clear,May,34.6,No,Yes,41
Amritsar,Clear,January,8.7,Yes,Yes,60
Manali,Clouds,April,15.8,No,No,44
Vaishno Devi (Katra),Clear,June,32.2,No,Yes,39
Visakhapatnam,Rain,December,14.1,Yes,Yes,69
Pune,Clear,December,10.3,Yes,Yes,65
Prayagraj,Rain,December,11.1,Yes,Yes,63
Varanasi,Fog,June,20.5,No,Yes,27
Munnar,Storm,January,7.2,Yes,Yes,50
Ooty,Clouds,October,11.6,Yes,Yes,59
Lucknow,Heavy Rain,July,30.1,No,Yes,35
Ayodhya,Clear,September,21.6,No,No,50
Visakhapatnam,Clear,January,22.4,Yes,Yes,69
Vaishno Devi (Katra),Clear,July,33.4,No,Yes,39
Thiruvananthapuram,Storm,July,28.2,No,Yes,24
Udaipur,Clear,May,26.7,No,Yes,44
Ooty,Rain,November,8.1,Yes,Yes,55
Srinagar,Clouds,May,26.2,No,Yes,68
Delhi,Clear,May,29,No,Yes,53
Amritsar,Rain,February,18.9,No,No,56
Rishikesh & Haridwar,Clear,August,30.5,Yes,No,43
Kolkata,Clear,November,18.5,Yes,Yes,70
Hampi,Clouds,September,23.6,No,No,59
Coorg,Clear,June,28.5,No,Yes,56
Tirupati,Clear,July,25.5,No,Yes,47
Nainital,Clouds,March,13.6,Yes,No,43
Shirdi,Clear,December,17.6,Yes,Yes,69
Jaisalmer,Storm,August,22.7,Yes,No,51
Kolkata,Clear,December,15.5,Yes,Yes,70
Ayodhya,Fog,October,24.1,Yes,Yes,67
Manali,Clear,May,30,No,Yes,48
Ajmer,Storm,December,19.2,Yes,Yes,61
Lucknow,Clear,August,26.8,Yes,No,43
Bengaluru,Rain,July,26.4,No,Yes,40
Munnar,Rain,February,3.9,No,No,41
Mumbai,Rain,August,27.4,Yes,No,29
Amritsar,Clear,March,33.5,Yes,No,62
Lucknow,Clouds,September,25.5,No,No,43
Jaipur,Clear,December,19,Yes,Yes,65
Shirdi,Rain,January,7.4,Yes,Yes,60
Shimla,Clear,August,17.6,Yes,No,28
Hampi,Clear,October,19.3,Yes,Yes,75
Ooty,Clouds,December,9.1,Yes,Yes,48
Ayodhya,Rain,November,14.9,Yes,Yes,66
Ayodhya,Clear,December,14.2,Yes,Yes,63
Amritsar,Rain,April,28.5,No,No,52
Dharamshala,Snow,April,24.9,No,No,35
Jaipur,Clear,January,15.5,Yes,Yes,58
Ooty,Rain,January,6.9,Yes,Yes,49
Kolkata,Fog,January,16.3,Yes,Yes,65
Amritsar,Clear,May,30.2,No,Yes,48
Nainital,Clouds,April,12.8,No,No,39
Tirupati,Clear,August,25.7,Yes,No,54
Coorg,Clear,July,30.7,No,Yes,55
Madurai,Clear,September,31.7,No,No,43
Madurai,Clear,October,25.4,Yes,Yes,62
Shimla,Fog,September,16.5,No,No,27
Coorg,Clouds,August,31.4,Yes,No,60
Amritsar,Rain,June,33.8,No,Yes,38
Mumbai,Clear,September,28.7,No,No,30
Dwarka,Clear,February,17.7,No,No,61
Alleppey,Storm,October,23,Yes,Yes,66
Vaishno Devi (Katra),Rain,August,25.9,Yes,No,48
Somnath,Heavy Rain,December,15,Yes,Yes,48
Bengaluru,Clear,August,23,Yes,No,47
Vijayawada,Clear,September,23.1,No,No,57
Manali,Fog,June,19.9,No,Yes,34
Goa,Clouds,November,23.1,Yes,Yes,76
Varanasi,Clear,July,34,No,Yes,23
Rameswaram,Clear,July,23.7,No,Yes,34
Nashik,Clear,November,20.9,Yes,Yes,51
Varanasi,Clouds,August,28.1,Yes,No,35
Statue of Unity (Kevadia),Clear,July,30.2,No,Yes,44
Jaisalmer,Clear,September,31.1,No,No,51
Nainital,Fog,May,30,No,Yes,44
Bengaluru,Clear,September,29.4,No,No,46
Delhi,Clear,June,32.7,No,Yes,45
Ahmedabad,Rain,August,19.5,Yes,No,39
Kanyakumari,Clear,September,27.5,No,No,49
Hampi,Clear,November,25.9,Yes,Yes,76
Dwarka,Storm,March,17.4,Yes,No,66
Dharamshala,Clear,May,37.5,No,Yes,29
Srinagar,Fog,June,17.1,No,Yes,45
Ooty,Fog,February,3.6,No,No,41
Shimla,Clouds,October,8.5,Yes,Yes,39
Pushkar,Clear,August,29.3,Yes,No,56
Rameswaram,Heavy Rain,August,27.5,Yes,No,40
Vaishno Devi (Katra),Heavy Snow,September,23.2,No,No,49
Darjeeling,Clouds,January,6.9,Yes,Yes,46
Nainital,Fog,June,17,No,Yes,29
Kolkata,Rain,February,15.3,No,No,55
Rishikesh & Haridwar,Snow,September,18.1,No,No,43
Ayodhya,Heavy Rain,January,18.6,Yes,Yes,64
Goa,Clouds,December,18.6,Yes,Yes,76
Madurai,Rain,November,18.7,Yes,Yes,61
Vijayawada,Clear,October,26.5,Yes,Yes,73
Alleppey,Clear,November,21.9,Yes,Yes,68
Amritsar,Fog,July,29.8,No,Yes,41
Udaipur,Clear,June,26.8,No,Yes,40
Ajmer,Heavy Rain,January,12.1,Yes,Yes,53
Aurangabad,Clear,September,22.4,No,No,32
Ajmer,Clear,February,19.7,No,No,48
Amritsar,Rain,August,22.6,Yes,No,50
Kanyakumari,Rain,October,28.7,Yes,Yes,69
Darjeeling,Heavy Snow,February,4,No,No,37
Ooty,Rain,March,14.1,Yes,No,58
Udaipur,Clouds,July,27.5,No,Yes,41
Jaipur,Fog,February,11.8,No,No,46
Kanyakumari,Heavy Rain,November,27.3,Yes,Yes,72
Munnar,Clear,March,12.7,Yes,No,59
Amritsar,Clouds,September,28.8,No,No,50
Madurai,Rain,December,13,Yes,Yes,60
Thiruvananthapuram,Rain,August,21.2,Yes,No,30
Chennai,Storm,January,19.9,Yes,Yes,55
Madurai,Clear,January,25,Yes,Yes,60
Somnath,Clear,January,24.8,Yes,Yes,51
Nashik,Clear,December,19.5,Yes,Yes,52
Shirdi,Clear,February,26.2,No,No,59
Kolkata,Rain,March,24.9,Yes,No,64
Mathura & Vrindavan,Clouds,January,9.2,Yes,Yes,59
Varanasi,Rain,September,28.5,No,No,34
Jaisalmer,Clear,October,27.3,Yes,Yes,72
Rameswaram,Clouds,September,27.1,No,No,41
Jaipur,Clear,March,20.5,Yes,No,58
Kanyakumari,Heavy Rain,December,9.1,Yes,Yes,67
Kochi,Rain,March,27.9,Yes,No,53
Kochi,Storm,April,22.7,No,No,38
Shirdi,Clear,March,25.8,Yes,No,69
Munnar,Rain,April,23.6,No,No,59
Somnath,Clear,February,14,No,No,37
Tirupati,Clear,September,22.2,No,No,54
Mathura & Vrindavan,Clear,February,17.7,No,No,55
Dharamshala,Fog,June,33.8,No,Yes,27
Ajmer,Clouds,March,30.4,Yes,No,52
Tirupati,Rain,October,17.9,Yes,Yes,70
Prayagraj,Clouds,January,10.9,Yes,Yes,59
Kanyakumari,Fog,January,14.7,Yes,Yes,68
Pune,Heavy Rain,January,25,Yes,Yes,66
Tirupati,Clear,November,23.8,Yes,Yes,74
Nashik,Clear,January,20.3,Yes,Yes,48
Ayodhya,Clear,February,19.9,No,No,56
Vijayawada,Clear,November,13.4,Yes,Yes,70
Kanyakumari,Clear,February,11.7,No,No,58
Alleppey,Clear,December,14.6,Yes,Yes,67
Statue of Unity (Kevadia),Clouds,August,28.2,Yes,No,51
Ayodhya,Clear,March,33.6,Yes,No,60
Darjeeling,Clear,March,21.8,Yes,No,58
Udaipur,Clear,August,22.4,Yes,No,47
Visakhapatnam,Rain,February,20.6,No,No,59
Ooty,Fog,April,11.9,No,No,53
Chennai,Rain,February,15.4,No,No,42
Jaipur,Rain,April,32.2,No,No,38
Ajmer,Clouds,April,29.9,No,No,37
Mathura & Vrindavan,Rain,March,13.5,Yes,No,58
Munnar,Clear,May,20,No,Yes,63
Kochi,Rain,May,26.5,No,Yes,39
Kochi,Clear,June,30.4,No,Yes,33
Lucknow,Rain,October,16.1,Yes,Yes,56
Pune,Clear,February,13.9,No,No,53
Rishikesh & Haridwar,Clear,October,19.4,Yes,Yes,61
Munnar,Heavy Rain,June,26.3,No,Yes,47
Mysuru,Clear,November,22.6,Yes,Yes,79
Dharamshala,Fog,July,28.4,No,Yes,33
Bengaluru,Clear,October,20.5,Yes,Yes,63
Tirupati,Rain,December,20.4,Yes,Yes,70
Mumbai,Clear,October,31.8,Yes,Yes,43
Prayagraj,Rain,February,15.4,No,No,52
Bengaluru,Clear,November,22.6,Yes,Yes,64
Pune,Rain,March,17.2,Yes,No,61
Ayodhya,Clouds,April,28.2,No,No,51
Somnath,Clear,March,26,Yes,No,51
Jaipur,Clear,May,31.7,No,Yes,41
Aurangabad,Clear,October,20.1,Yes,Yes,48
Dharamshala,Fog,August,24.4,Yes,No,39
Jaipur,Clear,June,28.5,No,Yes,39
Jaisalmer,Clear,November,25.6,Yes,Yes,73
Mathura & Vrindavan,Clear,April,28.8,No,No,47
Udaipur,Clear,September,21.4,No,No,47
Ooty,Clouds,May,23.3,No,Yes,62
Alleppey,Rain,January,6.2,Yes,Yes,59
Nainital,Clear,July,13,No,Yes,24
Ayodhya,Rain,May,29,No,Yes,46
Dharamshala,Fog,September,20.8,No,No,40
Alleppey,Clear,February,27.8,No,No,59
Amritsar,Clear,October,29.9,Yes,Yes,68
Jaipur,Clear,July,33.8,No,Yes,36
Amritsar,Fog,November,12.4,Yes,Yes,66
Lucknow,Clouds,November,11.8,Yes,Yes,55
Kodaikanal,Rain,November,7.2,Yes,Yes,51
Hampi,Clear,December,16.1,Yes,Yes,76
Statue of Unity (Kevadia),Clear,September,27.7,No,No,52
Jodhpur,Clear,December,13.1,Yes,Yes,44
Shimla,Fog,November,12.6,Yes,Yes,39
Pushkar,Clear,September,28.2,No,No,58
Hampi,Clear,January,16.4,Yes,Yes,71
Pushkar,Clear,October,22.1,Yes,Yes,73
Jodhpur,Clear,January,23.9,Yes,Yes,46
Jaipur,Clear,August,25.6,Yes,No,47
Aurangabad,Heavy Rain,November,15.4,Yes,Yes,46
Dwarka,Clear,April,23.4,No,No,53
Nashik,Clear,February,24.9,No,No,38
Dwarka,Clear,May,39.9,No,Yes,44
Alleppey,Fog,March,17.3,Yes,No,63
Tirupati,Clouds,January,8.9,Yes,Yes,63
Kochi,Rain,July,23.2,No,Yes,36
Srinagar,Fog,July,11.7,No,Yes,44
Rishikesh & Haridwar,Rain,November,10.3,Yes,Yes,56
Pune,Clouds,April,28.5,No,No,47
Coorg,Fog,September,27.2,No,No,63
Goa,Clouds,January,18.4,Yes,Yes,75
Bengaluru,Clear,December,20.8,Yes,Yes,66
Visakhapatnam,Rain,March,16.4,Yes,No,63
Rishikesh & Haridwar,Clear,December,21.6,Yes,Yes,64
Aurangabad,Clouds,December,15.2,Yes,Yes,48
Nashik,Clear,March,18.8,Yes,No,44
Amritsar,Clouds,December,10.7,Yes,Yes,63
Shirdi,Clear,April,27,No,No,55
Rishikesh & Haridwar,Clouds,January,19.9,Yes,Yes,59
Ahmedabad,Clear,September,28.5,No,No,40
Kodaikanal,Clear,December,-2,Yes,Yes,34
Munnar,Rain,July,15.5,No,Yes,41
Kanyakumari,Clouds,March,17.6,Yes,No,68
Madurai,Heavy Rain,February,15.7,No,No,48
Delhi,Clear,July,25.1,No,Yes,51
Hampi,Rain,February,19.9,No,No,63
Somnath,Rain,April,29.8,No,No,34
Varanasi,Fog,October,22.9,Yes,Yes,53
Mathura & Vrindavan,Clear,May,41.2,No,Yes,37
Kanyakumari,Clouds,April,22.5,No,No,60
Thiruvananthapuram,Clear,September,33,No,No,27
Kodaikanal,Rain,January,0.7,Yes,Yes,43
Tirupati,Clouds,February,16.1,No,No,58
Nashik,Clear,April,35.4,No,No,23
Varanasi,Clouds,November,21.3,Yes,Yes,55
Kanyakumari,Clouds,May,38.4,No,Yes,49
Ahmedabad,Clear,October,30.1,Yes,Yes,54
Kanyakumari,Clear,June,36.2,No,Yes,39
Alleppey,Fog,April,29.2,No,No,54
Thiruvananthapuram,Clouds,October,28.4,Yes,Yes,46
Vijayawada,Clear,December,22.9,Yes,Yes,76
Somnath,Clouds,May,32.1,No,Yes,30
Bengaluru,Clear,January,12.8,Yes,Yes,57
Varanasi,Clouds,December,20.2,Yes,Yes,52
Vijayawada,Clear,January,19.4,Yes,Yes,71
Munnar,Clear,August,12.9,Yes,No,44
Agra,Clear,June,35.9,No,Yes,35
Visakhapatnam,Rain,April,31.2,No,No,47
Jaisalmer,Clear,December,21.5,Yes,Yes,73
Darjeeling,Rain,April,12.6,No,No,49
Amritsar,Clear,January,15.3,Yes,Yes,64
Thiruvananthapuram,Clear,November,27.6,Yes,Yes,48
Jodhpur,Clear,February,15.5,No,No,34
Amritsar,Clear,February,27.4,No,No,57
Thiruvananthapuram,Heavy Rain,December,13.2,Yes,Yes,45
Mysuru,Heavy Rain,December,20.1,Yes,Yes,80
Tirupati,Clear,March,31.5,Yes,No,67
Visakhapatnam,Rain,May,22.9,No,Yes,51
Mumbai,Rain,November,15.4,Yes,Yes,44
Ayodhya,Clear,June,27.9,No,Yes,42
Manali,Fog,July,17.9,No,Yes,29
Ahmedabad,Rain,November,18,Yes,Yes,55
Pune,Clouds,May,33.7,No,Yes,44
Rameswaram,Fog,October,18.9,Yes,Yes,58
Alleppey,Clear,May,41,No,Yes,43
Madurai,Clear,March,25.2,Yes,No,57
Agra,Heavy Rain,July,24.7,No,Yes,43
Varanasi,Clear,January,17.9,Yes,Yes,50
Shirdi,Clouds,May,29.8,No,Yes,50
Dwarka,Clear,June,27.9,No,Yes,50
Aurangabad,Clear,January,10.3,Yes,Yes,40
Rameswaram,Rain,November,20.7,Yes,Yes,60
Jaisalmer,Clear,January,9.1,Yes,Yes,65
Jaipur,Clear,September,21.1,No,No,47
Darjeeling,Clouds,May,20.9,No,Yes,58
Bengaluru,Heavy Rain,February,19.9,No,No,51
Hampi,Clouds,March,24.6,Yes,No,70
Mumbai,Clear,December,12.2,Yes,Yes,44
Ooty,Clear,June,29.5,No,Yes,46
Amritsar,Clouds,March,26.3,Yes,No,67
Bengaluru,Rain,March,15.8,Yes,No,55
Jaisalmer,Storm,February,28,No,No,62
Kochi,Rain,August,22.3,Yes,No,42
Goa,Rain,February,23.6,No,No,66
Varanasi,Clear,February,26.4,No,No,41
Hampi,Clouds,April,29.8,No,No,53
Mumbai,Clear,January,25.4,Yes,Yes,45
Nashik,Storm,May,32.4,No,Yes,26
Udaipur,Clouds,October,16.4,Yes,Yes,60
Pushkar,Clear,November,12.6,Yes,Yes,70
Thiruvananthapuram,Rain,January,5.9,Yes,Yes,36
Shimla,Rain,December,4.6,Yes,Yes,27
Rameswaram,Rain,December,17.8,Yes,Yes,56
Amritsar,Rain,April,25,No,No,52
Ahmedabad,Clear,December,19.6,Yes,Yes,59
Statue of Unity (Kevadia),Clear,October,28.8,Yes,Yes,67
Visakhapatnam,Clear,June,32.1,No,Yes,44
Kolkata,Rain,April,21,No,No,48
Srinagar,Clear,August,23.3,Yes,No,54
Rameswaram,Clouds,January,21.1,Yes,Yes,57
Munnar,Clouds,September,8.4,No,No,42
Mysuru,Clear,January,13.3,Yes,Yes,72
Bengaluru,Clear,April,27.5,No,No,43
