Destination,Temperature_C,Condition,Wind_Speed_kmph,Safety
Jaisalmer,44.5,Clear,25.8,Safe
Jaipur,22.7,Clear,13.0,Safe
Darjeeling,14.2,Cloudy,11.5,Safe
Bengaluru,34.0,Heavy Rain,17.4,Safe
Hampi,16.7,Cloudy,27.0,Safe
Mumbai,31.2,Clear,30.0,Safe
Ooty,8.6,Clear,9.3,Safe
Amritsar,26.6,Cloudy,5.1,Safe
Bengaluru,11.7,Rain,18.9,Safe
Jaisalmer,22.4,Storm,47.2,Moderate
Kochi,22.4,Rain,45.4,Moderate
Goa,23.6,Rain,48.7,Moderate
Varanasi,16.6,Clear,30.2,Safe
Hampi,20.8,Cloudy,16.4,Safe
Mumbai,29.7,Clear,31.4,Safe
Nashik,19.4,Storm,11.6,Moderate
Udaipur,34.2,Cloudy,41.4,Safe
Pushkar,41.9,Clear,57.0,Moderate
Thiruvananthapuram,33.4,Rain,9.0,Safe
Shimla,4.0,Rain,32.3,Moderate
Rameswaram,30.7,Rain,14.1,Safe
Amritsar,15.0,Rain,34.1,Moderate
Ahmedabad,12.0,Clear,14.1,Safe
Statue of Unity (Kevadia),25.8,Clear,23.9,Safe
Visakhapatnam,27.5,Clear,45.4,Safe
Kolkata,38.4,Rain,33.5,Moderate
Srinagar,10.6,Clear,14.5,Safe
Rameswaram,24.6,Cloudy,16.2,Safe
Munnar,34.0,Cloudy,52.1,Moderate
Mysuru,27.0,Clear,14.3,Safe
Bengaluru,37.3,Clear,26.7,Safe
Madurai,33.7,Clear,40.8,Safe
Jodhpur,38.5,Clear,14.7,Safe
Goa,29.9,Clear,7.9,Safe
Shirdi,18.8,Rain,43.4,Moderate
Coorg,9.5,Rain,31.6,Moderate
Ooty,14.6,Clear,26.2,Safe
Varanasi,34.2,Rain,26.4,Safe
Darjeeling,9.0,Clear,37.4,Safe
Visakhapatnam,32.5,Rain,48.7,Moderate
Somnath,22.2,Rain,23.8,Safe
Vijayawada,28.7,Clear,5.8,Safe
Rameswaram,35.0,Rain,31.9,Moderate
Manali,10.2,Clear,15.9,Safe
Alleppey,24.8,Cloudy,24.2,Safe
Kochi,28.0,Rain,53.0,Moderate
Aurangabad,19.0,Clear,17.7,Safe
Manali,-2.4,Clear,37.3,Moderate
Vaishno Devi (Katra),5.0,Cloudy,41.6,Safe
Shirdi,12.3,Clear,9.3,Safe
Dwarka,20.3,Cloudy,22.3,Safe
Kanyakumari,35.0,Fog,10.5,Safe
Statue of Unity (Kevadia),33.2,Heavy Rain,40.1,Moderate
Kochi,24.4,Rain,43.2,Moderate
Lucknow,19.7,Rain,29.7,Safe
Jodhpur,38.2,Clear,21.2,Safe
Srinagar,10.8,Clear,7.3,Safe
Ajmer,12.8,Clear,42.4,Safe
Madurai,10.3,Cloudy,19.9,Safe
Mathura & Vrindavan,31.0,Clear,28.8,Safe
Prayagraj,17.2,Fog,10.7,Safe
Srinagar,12.4,Clear,11.2,Safe
Agra,11.5,Clear,38.9,Safe
Dharamshala,6.7,Clear,40.2,Safe
Pune,26.1,Storm,8.9,Safe
Manali,-0.8,Clear,33.1,Safe
Kodaikanal,22.5,Fog,7.2,Safe
Kolkata,18.1,Clear,8.0,Safe
Pune,39.3,Clear,44.0,Safe
Jodhpur,26.1,Clear,13.7,Safe
Dharamshala,11.9,Clear,22.8,Safe
Lucknow,26.9,Clear,35.6,Safe
Munnar,23.7,Rain,12.0,Safe
Goa,21.0,Fog,17.5,Safe
Ajmer,19.3,Cloudy,30.5,Safe
Prayagraj,33.7,Clear,42.4,Safe
Jaipur,17.8,Cloudy,14.1,Safe
Tirupati,14.1,Clear,36.9,Safe
Hampi,15.9,Clear,31.7,Safe
Kolkata,21.8,Clear,26.9,Safe
Prayagraj,30.9,Cloudy,14.3,Safe
Chennai,30.3,Clear,50.2,Moderate
Madurai,39.3,Cloudy,11.8,Safe
Prayagraj,37.5,Clear,28.4,Safe
Lucknow,39.4,Fog,37.2,Moderate
Mathura & Vrindavan,17.6,Clear,36.5,Safe
Pune,15.7,Clear,41.1,Safe
Kanyakumari,31.9,Fog,48.0,Moderate
Munnar,21.6,Clear,22.9,Safe
Rameswaram,24.4,Clear,34.6,Safe
Nainital,11.1,Rain,14.8,Moderate
Mumbai,31.6,Heavy Rain,27.3,Moderate
Goa,32.2,Cloudy,27.9,Safe
Statue of Unity (Kevadia),10.6,Rain,37.1,Moderate
Tirupati,28.4,Clear,25.6,Safe
Thiruvananthapuram,26.8,Cloudy,42.1,Safe
Coorg,14.6,Rain,27.5,Safe
Madurai,38.9,Fog,16.7,Safe
Prayagraj,19.7,Storm,21.2,Moderate
Jaipur,32.6,Clear,40.4,Safe
Ayodhya,13.9,Clear,27.5,Safe
Dwarka,21.8,Clear,5.2,Safe
Madurai,12.5,Clear,33.5,Safe
Lucknow,18.9,Rain,12.0,Safe
Kochi,27.0,Cloudy,48.0,Safe
Ajmer,31.1,Clear,5.1,Safe
Kodaikanal,9.8,Clear,11.0,Safe
Vijayawada,21.0,Clear,17.1,Safe
Vaishno Devi (Katra),0.4,Fog,38.3,Moderate
Varanasi,17.0,Clear,16.1,Safe
Dwarka,26.4,Clear,40.0,Safe
Jaisalmer,21.9,Clear,18.4,Safe
Statue of Unity (Kevadia),24.5,Rain,12.2,Safe
Kanyakumari,27.9,Clear,32.1,Safe
Delhi,30.7,Clear,32.9,Safe
Visakhapatnam,34.4,Clear,38.3,Safe
Kolkata,35.1,Rain,17.7,Safe
Udaipur,11.7,Cloudy,11.9,Safe
Kolkata,12.7,Rain,12.4,Safe
Varanasi,37.4,Heavy Rain,16.9,Moderate
Lucknow,14.6,Fog,7.7,Safe
Shimla,8.3,Clear,30.5,Safe
Agra,38.7,Clear,33.6,Safe
Delhi,19.7,Storm,42.6,Moderate
Ajmer,35.6,Clear,11.1,Safe
Kodaikanal,16.6,Clear,34.4,Safe
Pushkar,28.0,Clear,6.4,Safe
Nainital,1.3,Cloudy,37.6,Safe
Kodaikanal,14.2,Rain,6.1,Safe
Shirdi,22.7,Clear,31.4,Safe
Jodhpur,29.4,Clear,17.0,Safe
Darjeeling,1.3,Clear,30.0,Safe
Dwarka,39.9,Clear,28.4,Safe
Kodaikanal,10.4,Rain,26.6,Safe
Shimla,-4.3,Rain,18.4,Moderate
Manali,-1.0,Rain,38.3,Moderate
Chennai,28.1,Cloudy,56.6,Moderate
Vaishno Devi (Katra),13.0,Cloudy,22.4,Safe
Vijayawada,31.8,Clear,11.0,Safe
Mathura & Vrindavan,25.7,Clear,17.4,Safe
Delhi,20.4,Fog,43.9,Moderate
Kanyakumari,21.8,Clear,42.7,Safe
Jaipur,16.3,Clear,37.8,Safe
Srinagar,5.4,Cloudy,34.9,Safe
Vaishno Devi (Katra),10.3,Cloudy,10.9,Safe
Jodhpur,30.9,Clear,37.0,Safe
Thiruvananthapuram,21.9,Fog,48.1,Moderate
Madurai,31.4,Clear,8.1,Safe
Rameswaram,20.9,Cloudy,20.5,Safe
Bengaluru,29.2,Clear,23.3,Safe
Srinagar,-1.6,Fog,29.3,Moderate
Ajmer,19.6,Clear,33.9,Safe
Agra,29.0,Clear,37.7,Safe
Kolkata,22.1,Rain,31.8,Moderate
Chennai,24.7,Clear,55.4,Moderate
Lucknow,26.3,Storm,19.3,Moderate
Lucknow,16.3,Clear,15.2,Safe
Dharamshala,-2.6,Clear,31.6,Moderate
Vaishno Devi (Katra),13.2,Rain,40.9,Moderate
Munnar,27.0,Cloudy,23.3,Safe
Coorg,18.9,Fog,13.3,Safe
Mathura & Vrindavan,35.3,Clear,28.6,Safe
Madurai,37.3,Clear,8.9,Safe
Ooty,20.9,Fog,32.7,Moderate
Alleppey,21.5,Rain,40.2,Moderate
Somnath,34.9,Clear,22.1,Safe
Varanasi,33.0,Clear,24.0,Safe
Bengaluru,22.7,Clear,17.8,Safe
Amritsar,31.4,Cloudy,7.1,Safe
Darjeeling,3.5,Clear,7.9,Safe
Kochi,24.8,Clear,54.2,Moderate
Vaishno Devi (Katra),5.9,Clear,11.3,Safe
Kodaikanal,19.8,Clear,8.9,Safe
Udaipur,33.6,Fog,8.9,Safe
Darjeeling,7.8,Cloudy,30.2,Safe
Tirupati,18.8,Clear,32.3,Safe
Thiruvananthapuram,22.7,Cloudy,54.5,Moderate
Delhi,12.5,Clear,21.2,Safe
Jaipur,24.8,Cloudy,31.4,Safe
Bengaluru,27.1,Rain,31.3,Moderate
Hampi,14.3,Cloudy,6.6,Safe
Srinagar,-0.7,Snow,14.0,Moderate
Thiruvananthapuram,33.2,Rain,20.0,Safe
Hampi,15.6,Rain,33.9,Moderate
Lucknow,33.6,Clear,10.0,Safe
Prayagraj,24.7,Heavy Rain,28.0,Moderate
Darjeeling,11.3,Rain,23.2,Moderate
Visakhapatnam,23.5,Heavy Rain,20.6,Moderate
Varanasi,39.2,Clear,27.1,Safe
Bengaluru,32.5,Clear,9.2,Safe
Darjeeling,-2.4,Clear,35.9,Moderate
Alleppey,33.4,Cloudy,12.5,Safe
Rishikesh & Haridwar,9.5,Fog,30.5,Moderate
Delhi,35.3,Fog,19.9,Safe
Pushkar,28.6,Cloudy,39.6,Safe
Ahmedabad,29.4,Fog,19.1,Safe
Srinagar,5.1,Rain,18.1,Moderate
Nashik,10.8,Rain,28.7,Safe
Udaipur,13.4,Fog,18.1,Safe
Ajmer,30.8,Cloudy,9.9,Safe
Agra,27.5,Clear,10.1,Safe
Kolkata,29.8,Clear,11.1,Safe
Vijayawada,17.2,Rain,41.4,Moderate
Agra,21.4,Rain,38.3,Moderate
Agra,39.3,Rain,40.3,Moderate
Shimla,-2.6,Clear,34.8,Moderate
Kolkata,31.9,Clear,27.4,Safe
Vaishno Devi (Katra),3.8,Clear,12.2,Safe
Manali,2.2,Clear,30.0,Safe
Thiruvananthapuram,28.2,Cloudy,29.6,Safe
Munnar,23.3,Cloudy,12.6,Safe
Shimla,-2.9,Heavy Snow,27.5,Unsafe
Goa,31.4,Clear,33.2,Safe
Varanasi,31.9,Rain,44.4,Moderate
Tirupati,19.6,Fog,42.8,Moderate
Goa,34.0,Rain,27.9,Safe
Ooty,17.6,Clear,13.6,Safe
Shimla,9.4,Cloudy,24.6,Safe
Jaisalmer,33.6,Clear,38.1,Safe
Aurangabad,22.2,Clear,31.3,Safe
Bengaluru,14.7,Storm,22.7,Safe
Kolkata,19.6,Cloudy,21.3,Safe
Agra,18.2,Clear,16.4,Safe
Shirdi,28.6,Storm,19.4,Moderate
Mathura & Vrindavan,30.9,Cloudy,37.5,Safe
Manali,-4.7,Snow,30.2,Unsafe
Dharamshala,14.2,Clear,19.7,Safe
Kolkata,35.9,Fog,44.9,Moderate
Shimla,8.0,Fog,42.5,Moderate
Kolkata,19.4,Cloudy,26.2,Safe
Somnath,36.3,Clear,7.9,Safe
Hampi,18.3,Cloudy,10.4,Safe
Kolkata,37.8,Rain,39.1,Moderate
Srinagar,13.5,Clear,7.6,Safe
Madurai,22.6,Clear,8.1,Safe
Darjeeling,3.4,Clear,30.9,Safe
Hampi,8.2,Clear,10.2,Safe
Manali,-0.3,Fog,18.5,Moderate
Somnath,17.7,Rain,39.3,Moderate
Dharamshala,10.9,Cloudy,9.3,Safe
Mathura & Vrindavan,34.6,Rain,14.5,Safe
Madurai,38.4,Clear,17.6,Safe
Jaisalmer,35.0,Clear,18.8,Safe
Jodhpur,20.2,Clear,39.6,Safe
Alleppey,34.9,Clear,48.7,Safe
Varanasi,33.1,Cloudy,15.5,Safe
Visakhapatnam,27.5,Clear,31.5,Safe
Rishikesh & Haridwar,-0.6,Snow,17.3,Moderate
Jaisalmer,21.3,Cloudy,39.1,Safe
Pushkar,31.8,Storm,44.0,Moderate
Agra,33.5,Clear,22.1,Safe
Thiruvananthapuram,26.6,Clear,35.1,Safe
Jaisalmer,44.6,Clear,34.7,Moderate
Kolkata,13.9,Clear,38.8,Safe
Pune,24.9,Cloudy,10.4,Safe
Visakhapatnam,29.4,Clear,36.5,Safe
Agra,36.7,Cloudy,33.8,Safe
Varanasi,22.0,Clear,44.9,Safe
Shimla,-1.2,Cloudy,31.4,Safe
Thiruvananthapuram,28.3,Rain,27.7,Safe
Somnath,23.9,Cloudy,27.7,Safe
Chennai,23.3,Clear,19.3,Safe
Pushkar,24.8,Clear,13.8,Safe
Kochi,29.1,Rain,10.0,Safe
Visakhapatnam,21.1,Storm,31.2,Unsafe
Coorg,17.2,Clear,21.0,Safe
Amritsar,28.4,Clear,15.0,Safe
Agra,22.6,Fog,32.1,Moderate
Bengaluru,38.0,Fog,17.7,Safe
Darjeeling,14.3,Fog,12.9,Moderate
Nainital,4.3,Cloudy,7.1,Safe
Madurai,11.0,Rain,42.8,Moderate
Alleppey,26.7,Clear,30.2,Safe
Delhi,20.5,Clear,24.0,Safe
Ajmer,29.4,Clear,9.3,Safe
Dharamshala,6.8,Cloudy,29.6,Safe
Hampi,18.6,Cloudy,11.2,Safe
Ajmer,12.3,Cloudy,37.5,Safe
Mathura & Vrindavan,35.5,Clear,35.5,Safe
Pushkar,42.4,Clear,30.1,Moderate
Pune,31.1,Cloudy,6.6,Safe
Hampi,9.5,Cloudy,27.3,Safe
Nashik,26.3,Rain,31.1,Moderate
Chennai,22.6,Storm,59.8,Unsafe
Agra,10.8,Clear,27.6,Safe
Madurai,31.7,Cloudy,44.0,Safe
Manali,0.5,Cloudy,7.4,Safe
Somnath,27.7,Rain,18.6,Safe
Pune,25.2,Clear,24.8,Safe
Thiruvananthapuram,27.4,Clear,9.9,Safe
Kochi,22.5,Cloudy,28.7,Safe
Mysuru,11.3,Storm,25.7,Moderate
Ayodhya,30.8,Cloudy,12.7,Safe
Vijayawada,15.2,Storm,32.9,Moderate
Delhi,36.0,Rain,31.0,Moderate
Dwarka,12.4,Clear,23.9,Safe
Hampi,20.1,Cloudy,5.1,Safe
Delhi,36.8,Clear,24.8,Safe
Dharamshala,3.3,Cloudy,14.3,Safe
Ajmer,13.0,Rain,11.0,Safe
Varanasi,32.9,Cloudy,36.1,Safe
Visakhapatnam,31.4,Fog,30.2,Moderate
Pune,25.1,Rain,18.6,Safe
Aurangabad,37.2,Clear,32.4,Safe
Dwarka,10.5,Clear,16.3,Safe
Pushkar,33.4,Clear,17.2,Safe
Varanasi,26.3,Rain,7.3,Safe
Alleppey,20.7,Clear,15.0,Safe
Vaishno Devi (Katra),-1.5,Clear,6.2,Safe
Jodhpur,38.7,Clear,55.9,Moderate
Ahmedabad,13.0,Rain,40.2,Moderate
Pune,39.3,Clear,6.1,Safe
Mathura & Vrindavan,20.1,Rain,10.2,Safe
Thiruvananthapuram,28.5,Heavy Rain,57.6,Unsafe
Pune,20.2,Cloudy,44.6,Safe
Udaipur,30.7,Clear,12.5,Safe
Somnath,17.5,Rain,7.7,Safe
Visakhapatnam,27.3,Clear,25.3,Safe
Hampi,8.9,Rain,29.3,Safe
Srinagar,3.4,Rain,19.7,Moderate
Statue of Unity (Kevadia),21.1,Cloudy,20.2,Safe
Visakhapatnam,20.7,Fog,22.8,Safe
Prayagraj,18.7,Clear,32.5,Safe
Udaipur,38.8,Cloudy,44.3,Safe
Ayodhya,26.5,Cloudy,8.4,Safe
Udaipur,26.5,Clear,43.0,Safe
Dwarka,28.5,Clear,6.8,Safe
Ahmedabad,12.1,Clear,41.0,Safe
Jaisalmer,29.0,Clear,26.8,Safe
Madurai,20.7,Fog,22.3,Safe
Amritsar,39.6,Cloudy,30.7,Safe
Vaishno Devi (Katra),-1.1,Cloudy,21.4,Safe
Aurangabad,28.8,Cloudy,19.6,Safe
Jodhpur,41.7,Clear,29.5,Safe
Dwarka,27.3,Rain,13.0,Safe
Jaisalmer,20.0,Clear,38.1,Safe
Ayodhya,18.2,Clear,32.1,Safe
Visakhapatnam,25.4,Cloudy,30.0,Safe
Visakhapatnam,25.3,Heavy Rain,19.8,Moderate
Goa,27.9,Clear,11.1,Safe
Nainital,14.6,Fog,24.7,Moderate
Alleppey,34.2,Clear,29.4,Safe
Coorg,11.8,Cloudy,19.5,Safe
Ajmer,38.9,Cloudy,34.1,Safe
Vaishno Devi (Katra),-3.4,Clear,37.9,Moderate
Dwarka,12.2,Clear,34.2,Safe
Kanyakumari,32.9,Rain,55.3,Moderate
Goa,30.3,Clear,40.6,Safe
Tirupati,28.5,Clear,28.4,Safe
Kanyakumari,23.1,Clear,19.6,Safe
Srinagar,-4.5,Clear,30.6,Moderate
Nashik,29.2,Fog,7.3,Safe
Bengaluru,12.6,Cloudy,36.0,Safe
Nainital,11.3,Cloudy,15.9,Safe
Ahmedabad,27.8,Fog,28.3,Safe
Rishikesh & Haridwar,-0.9,Cloudy,5.4,Safe
Madurai,24.5,Clear,5.3,Safe
Goa,29.5,Clear,24.4,Safe
Delhi,34.9,Rain,28.1,Safe
Madurai,21.6,Clear,20.5,Safe
Kolkata,15.2,Rain,38.5,Moderate
Mumbai,29.4,Clear,58.3,Moderate
Rishikesh & Haridwar,-0.1,Rain,19.5,Moderate
Pushkar,36.4,Clear,29.7,Safe
Alleppey,28.1,Cloudy,43.3,Safe
Ayodhya,30.5,Rain,17.8,Safe
Varanasi,38.0,Clear,33.6,Safe
Vaishno Devi (Katra),3.1,Clear,7.9,Safe
Visakhapatnam,29.8,Heavy Rain,33.4,Unsafe
Goa,34.0,Clear,34.8,Safe
Kanyakumari,27.4,Rain,15.7,Safe
Statue of Unity (Kevadia),13.5,Clear,8.2,Safe
Darjeeling,8.5,Clear,6.3,Safe
Srinagar,0.4,Snow,20.7,Moderate
Ahmedabad,16.2,Clear,43.9,Safe
Aurangabad,37.8,Clear,19.3,Safe
Manali,13.9,Rain,21.7,Moderate
Madurai,29.4,Clear,44.3,Safe
Lucknow,22.6,Rain,11.2,Safe
Pune,18.2,Rain,30.8,Moderate
Pune,18.7,Cloudy,42.5,Safe
Kanyakumari,32.4,Cloudy,39.7,Safe
Rameswaram,34.9,Rain,18.0,Safe
Nainital,-3.4,Cloudy,29.7,Safe
Kanyakumari,34.7,Fog,8.8,Safe
Udaipur,34.5,Rain,16.0,Safe
Agra,10.8,Clear,32.1,Safe
Agra,23.1,Clear,18.4,Safe
Bengaluru,15.4,Clear,18.5,Safe
Mathura & Vrindavan,34.5,Rain,10.5,Safe
Udaipur,15.7,Clear,27.8,Safe
Shimla,9.7,Cloudy,20.5,Safe
Amritsar,23.8,Rain,44.7,Moderate
Visakhapatnam,27.2,Rain,32.6,Moderate
Ahmedabad,35.9,Rain,40.5,Moderate
Kodaikanal,19.5,Rain,12.5,Safe
Nainital,-1.7,Snow,20.1,Moderate
Thiruvananthapuram,33.7,Clear,57.2,Moderate
Statue of Unity (Kevadia),33.0,Cloudy,31.2,Safe
Tirupati,14.2,Cloudy,15.5,Safe
Shimla,-1.2,Clear,41.6,Safe
Goa,20.8,Clear,58.0,Moderate
Darjeeling,12.7,Rain,22.3,Moderate
Nainital,0.4,Snow,25.8,Moderate
Shimla,6.7,Clear,40.8,Safe
Somnath,20.6,Cloudy,27.3,Safe
Somnath,30.9,Clear,23.8,Safe
Nainital,11.4,Clear,11.8,Safe
Ahmedabad,22.7,Rain,17.7,Safe
Lucknow,36.6,Clear,23.1,Safe
Hampi,23.9,Clear,19.9,Safe
Jaipur,21.3,Clear,29.0,Safe
Pune,12.9,Cloudy,37.9,Safe
Pune,10.4,Cloudy,19.9,Safe
Coorg,21.7,Cloudy,29.3,Safe
Goa,30.8,Heavy Rain,5.8,Moderate
Lucknow,25.9,Fog,38.2,Moderate
Rameswaram,33.0,Clear,44.1,Safe
Delhi,37.6,Clear,20.3,Safe
Amritsar,38.8,Cloudy,19.3,Safe
Statue of Unity (Kevadia),34.4,Rain,16.3,Safe
Tirupati,18.7,Clear,31.9,Safe
Dharamshala,-2.1,Clear,5.4,Safe
Kolkata,27.5,Clear,30.0,Safe
Vaishno Devi (Katra),2.8,Fog,9.7,Moderate
Aurangabad,34.6,Clear,43.7,Safe
Statue of Unity (Kevadia),35.9,Storm,34.3,Moderate
Shirdi,14.6,Clear,38.2,Safe
Mumbai,28.9,Heavy Rain,20.4,Moderate
Vijayawada,16.5,Clear,30.3,Safe
Madurai,17.8,Cloudy,25.8,Safe
Madurai,20.4,Rain,29.7,Safe
Kochi,24.3,Cloudy,23.4,Safe
Alleppey,31.5,Heavy Rain,57.3,Unsafe
Varanasi,16.9,Fog,39.4,Moderate
Ajmer,12.0,Cloudy,35.3,Safe
Somnath,11.3,Clear,31.2,Safe
Mumbai,21.2,Heavy Rain,45.5,Moderate
Kochi,27.0,Clear,54.9,Moderate
Goa,22.1,Clear,25.9,Safe
Kanyakumari,33.5,Cloudy,12.1,Safe
Hampi,23.8,Rain,22.8,Safe
Dwarka,34.4,Rain,12.7,Safe
Aurangabad,36.5,Clear,42.9,Safe
Kodaikanal,23.4,Rain,25.1,Safe
Kanyakumari,30.9,Storm,57.2,Unsafe
Udaipur,31.3,Clear,29.1,Safe
Agra,31.9,Clear,39.1,Safe
Delhi,18.7,Clear,13.9,Safe
Dwarka,11.8,Rain,32.0,Moderate
Visakhapatnam,28.1,Clear,31.5,Safe
Jodhpur,43.1,Clear,78.8,Unsafe
Madurai,33.7,Clear,44.6,Safe
Amritsar,33.4,Cloudy,20.4,Safe
Delhi,24.7,Clear,7.9,Safe
Statue of Unity (Kevadia),38.2,Clear,20.9,Safe
Dwarka,39.0,Cloudy,31.6,Safe
Prayagraj,39.9,Rain,22.4,Safe
Vaishno Devi (Katra),10.6,Clear,42.5,Safe
Mathura & Vrindavan,31.7,Rain,41.3,Moderate
Rishikesh & Haridwar,9.8,Fog,15.8,Moderate
Nashik,30.2,Rain,25.8,Safe
Jaisalmer,23.1,Clear,68.3,Moderate
Pune,20.2,Clear,18.8,Safe
Somnath,19.8,Rain,18.4,Safe
Madurai,24.3,Clear,8.0,Safe
Kanyakumari,23.2,Clear,20.4,Safe
Dharamshala,-2.9,Snow,27.3,Unsafe
Dharamshala,-4.3,Cloudy,39.2,Moderate
Shirdi,26.6,Clear,24.5,Safe
Kanyakumari,20.5,Rain,55.7,Moderate
Dwarka,23.7,Fog,36.7,Moderate
Hampi,20.3,Cloudy,18.1,Safe
Nainital,1.3,Cloudy,33.0,Safe
Lucknow,19.1,Clear,8.9,Safe
Jodhpur,35.5,Clear,18.1,Safe
Visakhapatnam,24.7,Fog,33.4,Moderate
Hampi,19.3,Rain,31.5,Moderate
Ooty,17.7,Clear,26.8,Safe
Udaipur,21.9,Clear,35.0,Safe
Lucknow,19.9,Clear,41.0,Safe
Kochi,34.9,Clear,58.5,Moderate
Agra,39.6,Cloudy,43.0,Safe
Chennai,25.4,Clear,33.2,Safe
Statue of Unity (Kevadia),38.3,Clear,16.9,Safe
Kodaikanal,18.4,Rain,17.1,Safe
Rameswaram,34.4,Clear,42.9,Safe
Kanyakumari,23.3,Heavy Rain,48.9,Unsafe
Amritsar,17.7,Fog,21.4,Safe
Vijayawada,30.7,Clear,10.4,Safe
Alleppey,33.7,Clear,20.0,Safe
Shirdi,36.7,Cloudy,28.3,Safe
Jaisalmer,43.6,Storm,22.5,Moderate
Chennai,30.5,Clear,45.7,Safe
Ooty,13.0,Clear,33.5,Safe
Varanasi,35.9,Clear,12.6,Safe
Prayagraj,12.1,Cloudy,41.8,Safe
Shirdi,24.7,Heavy Rain,24.1,Moderate
Amritsar,25.5,Clear,21.1,Safe
Coorg,21.5,Rain,34.1,Moderate
Kolkata,23.3,Cloudy,5.2,Safe
Srinagar,5.1,Clear,23.1,Safe
Tirupati,25.1,Rain,17.9,Safe
Mumbai,32.5,Cloudy,41.0,Safe
Varanasi,36.3,Clear,31.2,Safe
Srinagar,1.2,Snow,26.0,Moderate
Shimla,-2.7,Cloudy,12.3,Safe
Shimla,8.8,Rain,42.2,Moderate
Madurai,27.8,Cloudy,32.3,Safe
Rameswaram,27.9,Fog,59.3,Moderate
Amritsar,34.8,Clear,16.8,Safe
Kanyakumari,30.2,Clear,59.5,Moderate
Jodhpur,43.3,Clear,74.3,Unsafe
Darjeeling,10.8,Clear,20.0,Safe
Nashik,27.9,Rain,20.2,Safe
Nainital,-0.2,Snow,8.2,Moderate
Vaishno Devi (Katra),6.8,Rain,15.7,Moderate
Shimla,-0.5,Cloudy,8.0,Safe
Nainital,2.2,Cloudy,16.7,Safe
Lucknow,24.6,Clear,15.9,Safe
Munnar,27.1,Fog,20.1,Safe
Dharamshala,8.9,Clear,42.0,Safe
Nainital,4.0,Clear,7.9,Safe
Ayodhya,10.9,Clear,30.7,Safe
Shirdi,34.7,Clear,9.2,Safe
Goa,28.9,Rain,48.7,Moderate
Munnar,34.2,Heavy Rain,28.9,Moderate
Kanyakumari,32.5,Clear,10.0,Safe
Kochi,27.2,Rain,21.1,Safe
Amritsar,39.7,Cloudy,40.6,Safe
Nashik,26.2,Fog,40.6,Moderate
Kolkata,29.7,Clear,16.6,Safe
Prayagraj,32.7,Rain,30.8,Moderate
Dwarka,18.0,Rain,40.5,Moderate
Visakhapatnam,29.2,Clear,48.1,Safe
Delhi,31.1,Clear,16.1,Safe
Kolkata,10.4,Rain,29.2,Safe
Jaisalmer,20.0,Clear,23.7,Safe
Thiruvananthapuram,34.8,Cloudy,36.6,Safe
Coorg,10.9,Clear,14.2,Safe
Rishikesh & Haridwar,11.2,Rain,44.2,Moderate
Pushkar,21.1,Clear,32.8,Safe
Delhi,20.6,Rain,20.6,Safe
Tirupati,27.1,Rain,21.7,Safe
Mysuru,35.7,Cloudy,5.2,Safe
Statue of Unity (Kevadia),26.6,Fog,34.7,Moderate
Statue of Unity (Kevadia),31.1,Rain,24.3,Safe
Pushkar,23.0,Clear,36.9,Safe
Hampi,15.5,Rain,11.3,Safe
Kochi,22.7,Rain,47.0,Moderate
Somnath,20.1,Clear,29.6,Safe
Somnath,12.6,Clear,26.7,Safe
Kolkata,37.7,Rain,25.9,Safe
Statue of Unity (Kevadia),13.3,Rain,38.8,Moderate
Chennai,33.9,Cloudy,56.4,Moderate
Delhi,23.3,Cloudy,6.3,Safe
Nainital,11.7,Cloudy,32.3,Safe
Agra,19.4,Rain,33.8,Moderate
Munnar,21.3,Rain,26.4,Safe
Ajmer,30.8,Clear,36.7,Safe
Kolkata,32.5,Cloudy,21.0,Safe
Jaisalmer,24.1,Clear,29.4,Safe
Rameswaram,28.1,Clear,43.7,Safe
Mysuru,37.4,Cloudy,31.4,Safe
Kanyakumari,30.4,Storm,48.3,Unsafe
Dwarka,35.6,Clear,8.9,Safe
Vaishno Devi (Katra),2.3,Clear,26.6,Safe
Aurangabad,14.3,Clear,6.8,Safe
Goa,30.1,Cloudy,54.8,Moderate
Jaipur,33.3,Cloudy,35.6,Safe
Lucknow,22.8,Rain,20.0,Safe
Nashik,24.6,Rain,10.7,Safe
Lucknow,33.7,Clear,18.0,Safe
Rameswaram,22.5,Cloudy,45.8,Safe
Dwarka,38.6,Cloudy,43.6,Safe
Shimla,6.2,Fog,11.1,Moderate
Amritsar,26.9,Clear,11.0,Safe
Somnath,30.5,Rain,27.1,Safe
Shimla,11.5,Fog,43.0,Moderate
Aurangabad,34.1,Rain,12.0,Safe
Coorg,21.9,Cloudy,22.0,Safe
Madurai,21.7,Rain,13.2,Safe
Vaishno Devi (Katra),3.4,Rain,44.2,Moderate
Jodhpur,29.3,Clear,80.0,Moderate
Varanasi,29.0,Clear,24.5,Safe
Kochi,24.5,Rain,19.3,Safe
Pushkar,33.4,Clear,71.1,Moderate
Nashik,11.3,Heavy Rain,5.9,Moderate
Shimla,6.3,Clear,21.1,Safe
Rishikesh & Haridwar,0.1,Rain,44.4,Moderate
Dwarka,26.9,Rain,17.9,Safe
Pushkar,21.3,Cloudy,12.4,Safe
Ajmer,20.0,Clear,7.2,Safe
Coorg,8.7,Clear,30.4,Safe
Coorg,16.5,Rain,11.6,Safe
